x,f(x)
0.0,1.0
0.10101010101010101,1.5968276088952822
0.20202020202020202,2.1392682138179313
0.30303030303030304,2.5778909256885147
0.40404040404040403,2.8727254502085695
0.5050505050505051,2.996904453800779
0.6060606060606061,2.939111898364647
0.7070707070707071,2.7046142358793506
0.8080808080808081,2.314780493365551
0.9090909090909091,1.805134981338993
1.0101010101010102,1.2221200762482594
1.1111111111111112,0.6188640742490292
1.2121212121212122,0.05033977835552017
1.3131313131313131,-0.43164499845838034
1.4141414141414141,-0.7831685146702805
1.5151515151515151,-0.9721975489818593
1.6161616161616161,-0.9815064860113543
1.7171717171717171,-0.8102470319002735
1.8181818181818181,-0.4740255166378269
1.9191919191919191,-0.0034807387878226237
2.0202020202020203,0.5585080508898732
2.121212121212121,1.1607285993405634
2.2222222222222223,1.74830246114244
2.323232323232323,2.2676858968978104
2.4242424242424243,2.6715491441045187
2.525252525252525,2.923089428053647
2.6262626262626263,2.9993846817722236
2.727272727272727,2.8934823611667086
2.8282828282828283,2.6150330082791253
2.929292929292929,2.189410828048995
3.0303030303030303,1.6554014176269995
3.131313131313131,1.0616673581222855
3.2323232323232323,0.462313748179232
3.3333333333333335,-0.08804222177873977
3.4343434343434343,-0.5392483606023819
3.5353535353535355,-0.8501876862705373
3.6363636363636362,-0.9925252858396443
3.7373737373737375,-0.9532903860447903
3.8383838383838382,-0.7360583386612707
3.9393939393939394,-0.3606248100556253
4.040404040404041,0.13879813500267313
4.141414141414141,0.716699670117392
4.242424242424242,1.3204174642944175
4.343434343434343,1.8949366328654027
4.444444444444445,2.3879030691541123
4.545454545454545,2.7543943078971944
4.646464646464646,2.96101316679213
4.747474747474747,2.988931125622935
4.848484848484849,2.835604109492254
4.94949494949495,2.5150043222846357
5.05050505050505,2.0563470041139915
5.151515151515151,1.5014281393041602
5.252525252525253,0.9008157211166524
5.353535353535354,0.3092416511711711
5.454545454545454,-0.2193858048744859
5.555555555555555,-0.6368945063158862
5.656565656565657,-0.9052382115491415
5.757575757575758,-0.9999636112014341
5.858585858585858,-0.9124386805299183
5.959595959595959,-0.6506392884139613
6.0606060606060606,-0.2384223817622395
6.161616161616162,0.2866480222693625
6.262626262626262,0.8767239258262471
6.363636363636363,1.4780335863941936
6.4646464646464645,2.0357815648703936
6.565656565656566,2.499142059852556
6.666666666666667,2.8258905014552553
6.767676767676767,2.9862513422228445
6.8686868686868685,2.9656114081769562
6.96969696969697,2.765851550937416
7.070707070707071,2.4051752516893052
7.171717171717171,1.9164497957720972
7.2727272727272725,1.3442111813808186
7.373737373737374,0.7406056955342488
7.474747474747475,0.16063798859936562
7.575757575757575,-0.342841324755627
7.6767676767676765,-0.7239517741780679
7.777777777777778,-0.9479639751391122
7.878787878787879,-0.9944644074161701
7.979797979797979,-0.8592156343402793
8.080808080808081,-0.5545424469380911
8.181818181818182,-0.10820874487951082
8.282828282828282,0.43911249949773634
8.383838383838384,1.0375456399457648
8.484848484848484,1.6325573655020236
8.585858585858587,2.169926147873814
8.686868686868687,2.600683277058385
8.787878787878787,2.8855752243197452
8.88888888888889,2.9986406915601957
8.98989898989899,2.9295763819410374
9.09090909090909,2.684675906591587
9.191919191919192,2.2862562678207317
9.292929292929292,1.7706241815941228
9.393939393939394,1.1847675618487716
9.494949494949495,0.58207366116919
9.595959595959595,0.017464060062028164
9.696969696969697,-0.45761016219835726
9.797979797979798,-0.799857000972283
9.8989898989899,-0.97808858910585
10.0,-0.9760632481857237
